NumberofPlayers,DateTime,WheelResult,MultiplierResult,Totalwinnings,Totalwinners,Firstwinner,Secondwinner,Thirdwinner,Fourthwinner,Fifthwinner
10910.0,2024-12-05T01:31:15.652Z,"""1""",1.0,5461.0,2581.0,500.0,218.99,181.2,180,148.28
10910.0,2024-12-05T01:31:57.474Z,"""1""",1.0,7196.0,2513.0,1482.77,547.48,253.03,195.69,181.08
10910.0,2024-12-05T01:32:34.179Z,"""1""",1.0,6165.0,2421.0,821.23,348.15,300,195.69,148.28
10180.0,2024-12-05T01:33:15.764Z,"""2""",2.0,13042.0,2769.0,2224.16,1130.08,423.66,410.61,375
9871.0,2024-12-05T01:33:59.947Z,"""5""",5.0,24110.0,3325.0,3113.82,2135.19,1712.24,713.43,543.59
10021.0,2024-12-05T01:35:38.174Z,"""CashHunt""",19.0,94603.0,5672.0,3091.54,2798.45,2409.5,2092.73,1981.84
10487.0,2024-12-05T01:37:07.042Z,"""Pachinko""",25.0,130522.0,6004.0,4946.46,4711.09,3514.82,3091.54,2798.45
10414.0,2024-12-05T01:37:49.665Z,"""1""",1.0,5788.0,2848.0,181.2,150.0,148.28,135.19,134.49
10377.0,2024-12-05T01:38:30.936Z,"""1""",1.0,5904.0,2912.0,184.26,164.25,148.28,144.98,135.19
10358.0,2024-12-05T01:39:13.731Z,"""2""",2.0,12529.0,3479.0,1231.84,570.75,384,285.37,279.22
10349.0,2024-12-05T01:39:52.269Z,"""5""",10.0,94540.0,4198.0,49828.8,3011.16,2092.73,1631.05,1210
10344.0,2024-12-05T01:40:34.526Z,"""2""",2.0,12633.0,3598.0,2224.16,303.85,302.61,285.37,285.37
10342.0,2024-12-05T01:41:53.897Z,"""2""",2.0,13330.0,3501.0,2224.16,362.45,362.45,328.49,303.02
10341.0,2024-12-05T01:42:35.796Z,"""1""",1.0,7955.0,2658.0,1141.49,302.04,253.72,224.59,200
10340.0,2024-12-05T01:43:19.273Z,"""2""",4.0,14812.0,2855.0,755.11,625.0,475.62,393.64,370.69
10340.0,2024-12-05T01:44:37.283Z,"""CoinFlip""",105.0,525946.0,5347.0,50415.83,25207.92,19206.74,15717.36,11606.67
10666.0,2024-12-05T01:45:22.666Z,"""2""",2.0,12350.0,3260.0,2224.16,570.75,375,285.37,271.84
10830.0,2024-12-05T01:46:33.035Z,"""CoinFlip""",9.0,48856.0,5406.0,2378.11,1505.58,1482.77,1358.97,1250
10912.0,2024-12-05T01:47:17.491Z,"""2""",2.0,16357.0,3761.0,2853.73,1889.48,570.75,525,285.37
10952.0,2024-12-05T01:47:57.793Z,"""2""",2.0,11801.0,3775.0,600.0,570.75,525,285.37,253.72
10993.0,2024-12-05T01:48:39.437Z,"""2""",2.0,12526.0,3868.0,1125.0,570.75,456.25,285.37,222.42
11218.0,2024-12-05T01:49:23.997Z,"""1""",20.0,76913.0,2734.0,7875.0,7175.93,1902.87,1659,1587.25
11288.0,2024-12-05T01:50:55.211Z,"""Pachinko""",5.0,33573.0,6483.0,1149.72,1141.49,807.24,713.43,679.48
11288.0,2024-12-05T01:52:05.210Z,"""CoinFlip""",3.0,21094.0,6398.0,951.24,821.23,760.99,600,543.59
11288.0,2024-12-05T01:52:46.496Z,"""1""",1.0,7047.0,3212.0,570.75,261.56,200,181.23,181.23
11288.0,2024-12-05T01:53:23.795Z,"""5""",5.0,26836.0,4389.0,1779.32,1500.0,811.11,811.11,570.75
11304.0,2024-12-05T01:54:37.198Z,"""CoinFlip""",50.0,250803.0,5893.0,12350.83,12128.34,9702.67,6930.73,6064.17
11531.0,2024-12-05T01:55:19.183Z,"""2""",2.0,16228.0,4121.0,2224.16,1067.59,362.45,362.45,300
11758.0,2024-12-05T01:56:00.864Z,"""2""",2.0,13212.0,4244.0,1125.0,362.45,285.37,271.79,271.79
11758.0,2024-12-05T01:56:41.693Z,"""1""",1.0,9071.0,3359.0,1902.48,450.0,241.63,241.63,181.2
11910.0,2024-12-05T01:57:22.492Z,"""1""",1.0,6952.0,3260.0,750.0,241.63,181.23,181.2,180
11534.0,2024-12-05T01:58:03.928Z,"""5""",5.0,26591.0,4295.0,3424.47,3336.23,750,724.9,362.45
11534.0,2024-12-05T01:58:43.401Z,"""5""",5.0,27067.0,4649.0,3336.23,1650.0,848.27,724.9,486.95
11697.0,2024-12-05T01:59:24.698Z,"""1""",1.0,9894.0,2985.0,1902.48,1550.0,1482.77,241.63,181.2
11474.0,2024-12-05T02:00:05.868Z,"""1""",1.0,7850.0,3076.0,1600.0,760.99,380.5,241.63,178.22
11508.0,2024-12-05T02:00:50.814Z,"""2""",2.0,16067.0,3598.0,2224.16,1426.86,1120.98,1050,570.75
11508.0,2024-12-05T02:01:34.329Z,"""10""",20.0,90525.0,4213.0,9988.04,7452.09,3113.82,2537.15,1680
12883.0,2024-12-05T02:04:12.970Z,"""CrazyBonus""",30.0,204315.0,6609.0,13816.17,11605.15,5802.58,5153.94,4649.7
12883.0,2024-12-05T02:04:57.371Z,"""1""",1.0,8326.0,3284.0,1712.24,350.0,296.55,241.63,241.63
12385.0,2024-12-05T02:05:40.755Z,"""5""",5.0,25319.0,4651.0,1793.57,914.69,750,724.9,630
12385.0,2024-12-05T02:06:24.301Z,"""10""",10.0,53895.0,5164.0,5231.83,2096.17,1644.11,1487.04,1430
12180.0,2024-12-05T02:07:07.708Z,"""2""",2.0,21558.0,4500.0,2282.98,2224.16,1013.89,856.12,825
12077.0,2024-12-05T02:07:52.035Z,"""1""",1.0,10256.0,3184.0,1902.48,1250.0,523.02,362.45,285.15
11974.0,2024-12-05T02:08:33.015Z,"""1""",1.0,9535.0,3149.0,1902.48,1350.0,362.45,300,254.6
11974.0,2024-12-05T02:09:14.394Z,"""1""",1.0,7893.0,2998.0,1482.77,570.75,300,300,254.6
11622.0,2024-12-05T02:09:57.973Z,"""1""",1.0,7987.0,2965.0,1482.77,500.0,362.45,310,254.6
11537.0,2024-12-05T02:11:30.675Z,"""Pachinko""",7.0,44789.0,6418.0,3043.97,1449.56,1307.55,1195.71,951.24
11537.0,2024-12-05T02:13:53.491Z,"""1""",1.0,7427.0,3041.0,1712.24,350.0,257.78,193.31,183.41
11537.0,2024-12-05T02:14:35.100Z,"""1""",1.0,6885.0,3072.0,896.78,500.0,257.78,241.63,186.14
12061.0,2024-12-05T02:16:06.247Z,"""Pachinko""",5.0,27592.0,5890.0,1630.76,980.66,713.43,590.46,450
12061.0,2024-12-05T02:16:50.319Z,"""1""",1.0,6013.0,2920.0,600.0,350.0,270.51,241.63,157.06
11703.0,2024-12-05T02:17:32.991Z,"""2""",2.0,15094.0,3348.0,2224.16,1345.18,900,588.15,543.59
11458.0,2024-12-05T02:18:15.267Z,"""1""",1.0,5316.0,2623.0,900.0,270.51,181.2,150,148.28
11458.0,2024-12-05T02:19:03.675Z,"""2""",2.0,16972.0,3156.0,2568.35,2224.16,2017.77,574.86,362.8
10518.0,2024-12-05T02:19:45.023Z,"""2""",2.0,9675.0,2979.0,492.74,450.0,362.8,285.37,285.37
10376.0,2024-12-05T02:20:25.375Z,"""1""",1.0,4704.0,2351.0,550.0,270.51,181.23,148.28,89.11
10376.0,2024-12-05T02:21:08.872Z,"""1""",1.0,5823.0,2376.0,950.0,561.47,270.51,181.2,148.28
10030.0,2024-12-05T02:21:52.406Z,"""2""",2.0,12597.0,2697.0,2853.73,656.98,570.75,450,391.44
9684.0,2024-12-05T02:22:33.790Z,"""1""",1.0,6730.0,2102.0,1902.48,700.0,324.61,229.55,181.23
9684.0,2024-12-05T02:23:15.741Z,"""2""",14.0,36631.0,2559.0,2853.73,2053.07,1957.22,1112.08,906.13
9684.0,2024-12-05T02:25:13.018Z,"""CoinFlip""",2.0,13114.0,4608.0,1426.86,713.43,556.04,543.59,490.33
9934.0,2024-12-05T02:26:49.847Z,"""CashHunt""",19.0,79538.0,4949.0,2853.73,2401.89,1993.15,1946.14,1902.48
9934.0,2024-12-05T02:27:29.705Z,"""2""",2.0,9337.0,3171.0,525.0,410.61,313.91,271.79,253.72
10505.0,2024-12-05T02:29:36.941Z,"""CrazyBonus""",22.0,94110.0,5346.0,4711.09,3900.0,3141.24,2440.58,1927.6
10790.0,2024-12-05T02:30:19.835Z,"""1""",1.0,6189.0,2801.0,842.21,400.0,330.98,241.63,190.25
11076.0,2024-12-05T02:31:03.329Z,"""1""",1.0,5991.0,2765.0,561.47,400.0,200,190.25,148.28
10778.0,2024-12-05T02:31:45.722Z,"""1""",1.0,5036.0,2742.0,218.99,190.25,150.04,150,148.28
10629.0,2024-12-05T02:32:30.487Z,"""2""",2.0,10820.0,3315.0,2224.16,375.0,362.45,285.37,271.79
10554.0,2024-12-05T02:33:16.281Z,"""1""",1.0,3821.0,2390.0,300.0,114.57,101.39,100,100
10517.0,2024-12-05T02:36:24.574Z,"""CashHunt""",19.0,73115.0,4981.0,4249.53,3805.11,3091.54,2401.89,2400
10480.0,2024-12-05T02:37:07.299Z,"""1""",1.0,4971.0,2443.0,700.0,265.8,200,181.2,180.63
10403.0,2024-12-05T02:37:52.704Z,"""1""",1.0,5759.0,2539.0,951.24,550.0,265.8,180.63,159.12
10403.0,2024-12-05T02:38:37.551Z,"""1""",1.0,4531.0,2485.0,350.0,180.63,171.85,148.28,135.19
10443.0,2024-12-05T02:39:21.756Z,"""10""",10.0,32600.0,3246.0,3229.09,1259.95,825,693,627.82
10350.0,2024-12-05T02:40:05.714Z,"""5""",5.0,21576.0,3499.0,3995.22,1500.0,684.89,614.4,480
10257.0,2024-12-05T02:40:47.416Z,"""2""",2.0,9038.0,3199.0,684.89,375.0,300,285.37,281.65
10352.0,2024-12-05T02:42:23.851Z,"""Pachinko""",20.0,94559.0,5563.0,9988.04,3805.11,3432.31,3317.14,2497.01
10376.0,2024-12-05T02:43:07.026Z,"""1""",1.0,6543.0,2656.0,1902.48,561.47,251.93,175.04,134.49
10388.0,2024-12-05T02:43:52.751Z,"""1""",1.0,4613.0,2721.0,505.33,175.04,102.35,100,80.7
10394.0,2024-12-05T02:44:36.070Z,"""1""",2.0,6848.0,2725.0,338.93,202.78,202.13,168.44,122.58
10397.0,2024-12-05T02:45:58.137Z,"""2""",2.0,8084.0,3266.0,570.75,315.06,180,157.43,120
10398.0,2024-12-05T02:46:40.261Z,"""1""",2.0,6295.0,2281.0,338.93,300.0,269.51,212.8,202.78
10400.0,2024-12-05T02:47:21.917Z,"""1""",1.0,3976.0,2471.0,225.95,101.39,100,81.72,80
10400.0,2024-12-05T02:48:04.001Z,"""5""",5.0,12827.0,2767.0,811.11,720.28,302.32,276.87,262.27
10122.0,2024-12-05T02:48:47.264Z,"""5""",5.0,13708.0,3157.0,570.75,370.57,322.79,302.32,276.87
9812.0,2024-12-05T02:49:30.962Z,"""1""",1.0,3867.0,2105.0,232.32,162.94,142.57,81.11,80
9856.0,2024-12-05T02:50:17.168Z,"""1""",1.0,4372.0,2218.0,232.32,215.14,150,112.29,103.43
9856.0,2024-12-05T02:51:00.358Z,"""10""",10.0,29312.0,2800.0,6278.2,554.25,505.01,440,433.01
9402.0,2024-12-05T02:51:40.107Z,"""1""",1.0,3700.0,1977.0,283.24,200.0,159.12,135.19,80
9356.0,2024-12-05T02:52:22.165Z,"""1""",1.0,4034.0,2124.0,327.79,159.12,135.19,123.52,100
9533.0,2024-12-05T02:53:00.810Z,"""1""",1.0,4457.0,2006.0,350.07,344.72,200,190.25,159.12
9533.0,2024-12-05T02:53:45.375Z,"""1""",1.0,4374.0,1979.0,365.98,270.37,159.12,151.17,135.19
9117.0,2024-12-05T02:54:28.492Z,"""1""",1.0,5231.0,2038.0,540.74,381.9,252.73,200,159.12
9117.0,2024-12-05T02:55:14.752Z,"""2""",2.0,7259.0,2169.0,570.75,386.67,285.37,238.68,181.23
9117.0,2024-12-05T02:57:38.029Z,"""CashHunt""",19.0,59130.0,3983.0,7066.63,4249.53,1099.43,875.18,780
9382.0,2024-12-05T02:58:23.058Z,"""1""",1.0,6003.0,2131.0,1482.77,416.9,318.25,135.19,101.39
9613.0,2024-12-05T02:59:57.662Z,"""CashHunt""",19.0,52096.0,4302.0,2899.13,1750.35,980.66,960,743.52
9728.0,2024-12-05T03:00:40.965Z,"""1""",1.0,6950.0,2356.0,1482.77,636.49,416.9,200,135.19
9844.0,2024-12-05T03:01:25.725Z,"""2""",2.0,7213.0,2656.0,627.82,486.92,222.42,162.22,142.65
9741.0,2024-12-05T03:02:35.314Z,"""CoinFlip""",100.0,340682.0,4718.0,27451.14,18719.97,16507.78,7168.2,6826.86
10870.0,2024-12-05T03:03:41.607Z,"""CoinFlip""",9.0,31749.0,4584.0,2717.93,1853.46,1634.43,675.93,618.31
11435.0,2024-12-05T03:04:49.039Z,"""CoinFlip""",25.0,85248.0,4833.0,7066.63,4819.0,4249.53,1757.41,1318.06
11718.0,2024-12-05T03:07:23.253Z,"""10""",10.0,39543.0,4164.0,5754.37,4077.62,743.52,602.23,523.18
12000.0,2024-12-05T03:08:58.648Z,"""CrazyBonus""",22.0,94912.0,6451.0,2944.43,2615.09,2600,2391.43,1927.6
12386.0,2024-12-05T03:09:47.061Z,"""5""",5.0,22350.0,4598.0,2668.99,2241.96,570.75,405.56,334.16
12580.0,2024-12-05T03:10:30.706Z,"""1""",1.0,5279.0,3053.0,148.28,135.19,135.19,123.66,104.6
12676.0,2024-12-05T03:11:37.290Z,"""CoinFlip""",15.0,62512.0,6638.0,2965.54,2615.09,2536.74,1195.71,1127.66
12773.0,2024-12-05T03:12:22.228Z,"""2""",2.0,11265.0,4053.0,1345.18,428.06,428.06,362.45,222.42
12773.0,2024-12-05T03:13:02.599Z,"""1""",1.0,6703.0,3126.0,1482.77,448.39,135.19,87.6,85.43
12924.0,2024-12-05T03:14:12.922Z,"""CoinFlip""",15.0,67162.0,7130.0,2615.09,2536.74,2391.43,1186.22,1081.48
13075.0,2024-12-05T03:14:54.426Z,"""2""",2.0,11629.0,4341.0,1120.98,570.75,570.75,465.81,428.06
13075.0,2024-12-05T03:15:37.270Z,"""1""",1.0,5146.0,3344.0,168.44,148.28,135.19,112.29,87.6
13346.0,2024-12-05T03:16:14.060Z,"""10""",10.0,32140.0,4922.0,1631.05,602.23,602.23,550,523.18
13346.0,2024-12-05T03:17:40.887Z,"""1""",1.0,4612.0,2969.0,201.74,159.12,135.19,112.29,109.5
13346.0,2024-12-05T03:18:23.189Z,"""1""",1.0,6786.0,2957.0,1415.84,201.74,159.12,148.28,135.19
12112.0,2024-12-05T03:19:08.361Z,"""1""",4.0,13585.0,2858.0,504.36,397.81,370.69,337.96,280.74
12112.0,2024-12-05T03:19:47.900Z,"""2""",4.0,20694.0,3347.0,3539.61,1853.46,1556,795.62,713.43
11361.0,2024-12-05T03:20:28.746Z,"""10""",10.0,28522.0,3657.0,2446.57,1100.0,919.27,602.23,584.92
11865.0,2024-12-05T03:22:11.572Z,"""CashHunt""",19.0,92814.0,6073.0,5829.1,4711.09,2730,2425.67,2409.5
11865.0,2024-12-05T03:22:54.561Z,"""2""",20.0,61660.0,3505.0,6535.2,3341.59,1767.81,1754.96,1556.91
12044.0,2024-12-05T03:23:35.073Z,"""2""",2.0,14116.0,4105.0,2224.16,2123.76,896.78,428.06,250.71
12134.0,2024-12-05T03:24:17.354Z,"""1""",1.0,6308.0,3230.0,359.34,224.59,190.25,148.28,135.19
12223.0,2024-12-05T03:24:58.588Z,"""2""",8.0,39919.0,3940.0,12742.59,2690.35,1284.18,760.42,752.13
12524.0,2024-12-05T03:26:27.932Z,"""Pachinko""",5.0,25563.0,6944.0,980.66,896.78,679.48,556.04,405.56
12524.0,2024-12-05T03:28:07.328Z,"""CashHunt""",19.0,86130.0,6968.0,10396.1,4726.33,2995.34,1307.55,1081.48
12524.0,2024-12-05T03:28:50.788Z,"""1""",1.0,6048.0,3483.0,469.86,268.99,235.82,135.19,112.29
12524.0,2024-12-05T03:29:30.429Z,"""2""",2.0,11412.0,4560.0,1345.18,570.75,428.06,299.64,250.71
13013.0,2024-12-05T03:30:12.057Z,"""10""",10.0,32049.0,5014.0,919.27,863.95,743.52,602.23,523.18
13017.0,2024-12-05T03:30:58.292Z,"""1""",1.0,5264.0,3339.0,270.37,177.43,173.98,159.12,157.46
13035.0,2024-12-05T03:32:32.444Z,"""CashHunt""",19.0,79232.0,7276.0,5254.67,3614.72,3432.31,1438.37,1419.45
13108.0,2024-12-05T03:33:13.089Z,"""1""",1.0,5036.0,3434.0,270.37,159.12,101.39,86.99,85.43
13181.0,2024-12-05T03:33:56.176Z,"""2""",2.0,11554.0,4518.0,1569.37,570.75,428.06,324.44,250.71
13181.0,2024-12-05T03:34:42.436Z,"""1""",1.0,5145.0,3252.0,318.25,300.95,270.37,190.25,151.16
12988.0,2024-12-05T03:35:26.743Z,"""1""",1.0,4130.0,2999.0,270.37,190.25,67.38,62.41,60.41
12306.0,2024-12-05T03:36:08.625Z,"""1""",3.0,13626.0,2931.0,3448.31,636.49,540.74,380.5,224.59
11966.0,2024-12-05T03:36:52.150Z,"""1""",2.0,6486.0,3009.0,405.56,285.37,165.33,152.08,112.36
11796.0,2024-12-05T03:37:40.327Z,"""2""",2.0,8872.0,3560.0,570.75,428.06,324.44,300,250.71
11710.0,2024-12-05T03:39:36.191Z,"""CoinFlip""",15.0,50588.0,5860.0,2615.09,1600.0,1521.99,1081.48,891.41
11668.0,2024-12-05T03:40:22.086Z,"""2""",2.0,8342.0,3631.0,570.75,428.06,324.44,250.71,164.25
11625.0,2024-12-05T03:41:03.500Z,"""1""",1.0,5018.0,2818.0,341.71,270.37,200,190.25,157.21
11644.0,2024-12-05T03:42:40.205Z,"""CashHunt""",19.0,65087.0,5671.0,4185.47,2792.17,2625,1993.15,1797.88
11644.0,2024-12-05T03:43:50.881Z,"""CoinFlip""",5.0,19056.0,5931.0,1141.49,1087.17,980.66,405.56,285.37
12010.0,2024-12-05T03:44:31.974Z,"""1""",1.0,4577.0,2993.0,270.37,190.25,117.75,109.5,101.39
12375.0,2024-12-05T03:45:19.458Z,"""1""",1.0,4810.0,3005.0,270.37,190.25,163.44,151.17,109.5
11766.0,2024-12-05T03:46:06.218Z,"""5""",5.0,13692.0,3761.0,1216.67,591.28,570.75,405.56,340.64
11870.0,2024-12-05T03:46:53.952Z,"""1""",1.0,4538.0,2575.0,449.18,270.37,190.25,167.08,161.05
11870.0,2024-12-05T03:47:36.844Z,"""10""",10.0,27775.0,4765.0,2092.73,743.52,612.84,433.01,371.76
12260.0,2024-12-05T03:48:23.599Z,"""2""",2.0,8294.0,3627.0,324.44,315.0,302.61,285.37,202.78
12260.0,2024-12-05T03:49:50.663Z,"""1""",1.0,4812.0,2806.0,341.71,270.37,244.06,190.25,159.12
12260.0,2024-12-05T03:50:39.571Z,"""1""",1.0,4274.0,2660.0,362.45,270.37,190.25,159.12,78.73
11427.0,2024-12-05T03:51:23.728Z,"""5""",5.0,13041.0,3737.0,570.75,501.42,405.56,396.93,200.57
11912.0,2024-12-05T03:52:07.515Z,"""1""",2.0,5700.0,2436.0,543.68,405.56,285.37,102.63,100.28
12154.0,2024-12-05T03:54:12.501Z,"""CrazyBonus""",88.0,372301.0,6006.0,36420.32,32852.11,25399.84,15021.14,13688.29
12396.0,2024-12-05T03:54:59.986Z,"""2""",4.0,14412.0,3218.0,1902.48,1120.98,540.74,339.74,278.57
12140.0,2024-12-05T03:55:42.939Z,"""5""",5.0,15422.0,3976.0,1793.57,1141.49,570.75,501.42,405.56
11972.0,2024-12-05T03:56:26.332Z,"""1""",1.0,5463.0,2916.0,413.19,341.71,270.37,190.25,182.92
11805.0,2024-12-05T03:58:02.086Z,"""CashHunt""",19.0,66569.0,6126.0,4447.06,1757.41,1644.11,1448.54,1245.72
12246.0,2024-12-05T03:58:47.574Z,"""1""",3.0,9767.0,2985.0,879.55,540.74,380.5,301.85,186.14
12246.0,2024-12-05T04:00:12.476Z,"""5""",5.0,15458.0,4616.0,570.75,501.42,405.56,348.93,285.37
12246.0,2024-12-05T04:00:52.810Z,"""2""",2.0,9944.0,4358.0,428.06,338.23,324.44,285.37,181.23
12246.0,2024-12-05T04:01:34.789Z,"""1""",1.0,5462.0,2948.0,483.27,357.1,270.37,190.25,129.11
12216.0,2024-12-05T04:02:12.726Z,"""2""",2.0,9285.0,3774.0,570.75,428.06,324.44,271.84,228.98
12185.0,2024-12-05T04:02:56.486Z,"""1""",1.0,5478.0,2853.0,483.27,270.37,244.35,190.25,152.66
11716.0,2024-12-05T04:03:43.147Z,"""1""",1.0,4871.0,2586.0,483.27,270.37,244.35,190.25,119.34
11716.0,2024-12-05T04:04:27.160Z,"""1""",1.0,4956.0,2578.0,483.27,270.37,190.25,119.34,112.29
11401.0,2024-12-05T04:05:10.498Z,"""1""",1.0,4978.0,2493.0,483.27,270.37,196.27,190.25,157.46
11244.0,2024-12-05T04:05:50.399Z,"""2""",4.0,13057.0,2970.0,1902.48,540.74,490.68,273.74,261.92
11086.0,2024-12-05T04:06:28.893Z,"""2""",2.0,7901.0,3076.0,1141.49,324.44,297.21,293.09,168.15
10681.0,2024-12-05T04:07:11.634Z,"""1""",1.0,3921.0,2184.0,270.37,190.25,167.08,101.39,98.07
10669.0,2024-12-05T04:07:58.118Z,"""2""",2.0,7104.0,2707.0,1141.49,324.44,304.46,142.69,105
10776.0,2024-12-05T04:08:46.438Z,"""2""",2.0,7984.0,2872.0,1141.49,324.44,304.46,196.27,150
10830.0,2024-12-05T04:09:28.660Z,"""1""",1.0,5550.0,2322.0,505.01,326.89,318.25,270.37,225.35
10857.0,2024-12-05T04:10:51.368Z,"""2""",2.0,7361.0,2585.0,1141.49,324.44,304.46,280.25,142.69
10870.0,2024-12-05T04:11:33.635Z,"""10""",10.0,21619.0,2799.0,1328.99,1046.37,1046.37,743.52,616.54
10877.0,2024-12-05T04:12:17.221Z,"""1""",1.0,4386.0,2170.0,505.01,270.37,190.25,101.39,85.43
10884.0,2024-12-05T04:13:50.457Z,"""Pachinko""",7.0,26618.0,5372.0,2174.35,1141.49,540.74,516.64,380.5
12312.0,2024-12-05T04:15:31.014Z,"""CrazyBonus""",57.0,194664.0,5604.0,19215.09,10870.89,10100,3805.11,2716.8
12312.0,2024-12-05T04:16:14.640Z,"""1""",1.0,5500.0,2821.0,505.01,270.37,220,190.25,118.09
11780.0,2024-12-05T04:16:56.967Z,"""1""",1.0,4686.0,2841.0,270.37,260.0,190.25,157.46,114.91
11780.0,2024-12-05T04:17:41.124Z,"""1""",1.0,4704.0,2841.0,320.0,270.37,190.25,157.46,81.47
11570.0,2024-12-05T04:18:24.264Z,"""2""",2.0,10621.0,3474.0,1426.86,713.43,713.43,324.44,231
11352.0,2024-12-05T04:19:05.238Z,"""2""",20.0,71313.0,3535.0,9988.04,4994.02,4994.02,2271.11,1141.53
11274.0,2024-12-05T04:19:45.797Z,"""2""",2.0,8959.0,3792.0,1426.86,499.4,324.44,163.08,150
11234.0,2024-12-05T04:20:25.980Z,"""2""",2.0,8267.0,3526.0,1426.86,324.44,180,168.44,150
11214.0,2024-12-05T04:21:50.590Z,"""2""",2.0,6570.0,3259.0,570.75,324.44,180,180,150
11204.0,2024-12-05T04:22:27.985Z,"""5""",5.0,13331.0,3736.0,1141.49,543.59,405.56,233.07,186
11195.0,2024-12-05T04:23:11.133Z,"""2""",2.0,8028.0,3528.0,1141.49,324.44,245.16,225,180
11133.0,2024-12-05T04:24:48.150Z,"""CrazyBonus""",15.0,49905.0,5303.0,5707.66,2147.27,1902.48,1046.37,560
11517.0,2024-12-05T04:25:36.756Z,"""2""",2.0,9613.0,4229.0,570.75,324.44,311.36,224.2,182.16
11901.0,2024-12-05T04:26:18.960Z,"""2""",2.0,9629.0,4383.0,570.75,372.65,324.44,235.82,180
11901.0,2024-12-05T04:26:57.681Z,"""2""",2.0,10649.0,4464.0,570.75,433.94,370.57,324.44,180
11829.0,2024-12-05T04:27:43.306Z,"""2""",2.0,10996.0,4399.0,570.75,495.23,421.1,324.44,210
11918.0,2024-12-05T04:28:26.870Z,"""5""",5.0,14186.0,4124.0,616.17,570.75,505.33,405.56,308.27
11963.0,2024-12-05T04:29:08.901Z,"""1""",3.0,12142.0,2881.0,1751.95,540.74,477.37,280.25,245.05
12008.0,2024-12-05T04:29:49.224Z,"""1""",1.0,4354.0,2992.0,270.37,140.12,112.29,88.49,60.83
11704.0,2024-12-05T04:30:31.558Z,"""2""",2.0,8978.0,3559.0,856.12,324.44,300,236.19,202.78
11552.0,2024-12-05T04:31:13.448Z,"""10""",10.0,23348.0,3454.0,1328.99,784.77,743.52,660,371.76
11476.0,2024-12-05T04:32:34.361Z,"""2""",2.0,8821.0,3855.0,570.75,324.44,236.19,202.78,202.78
11438.0,2024-12-05T04:33:13.445Z,"""5""",5.0,15407.0,3887.0,906.13,570.75,490.33,450,405.56
11399.0,2024-12-05T04:33:59.871Z,"""1""",7.0,18557.0,2884.0,1494.64,1081.48,561.21,560.49,392.26
12650.0,2024-12-05T04:35:30.625Z,"""Pachinko""",15.0,51818.0,5671.0,2899.13,2615.09,1521.99,1081.48,760.99
13276.0,2024-12-05T04:36:11.077Z,"""2""",2.0,10714.0,4438.0,1141.49,324.44,180,141.71,140.12
13589.0,2024-12-05T04:37:47.302Z,"""CashHunt""",19.0,69579.0,6223.0,4249.53,2944.43,1993.15,1238.08,1170
13746.0,2024-12-05T04:39:25.921Z,"""CashHunt""",19.0,76375.0,6140.0,11437.97,3805.11,2615.09,1419.45,1415.24
13902.0,2024-12-05T04:40:06.141Z,"""1""",1.0,5902.0,3713.0,314.91,270.37,143.21,140.3,140.12
13902.0,2024-12-05T04:40:45.523Z,"""1""",4.0,15216.0,3927.0,787.28,675.93,675.93,350.31,184.25
13480.0,2024-12-05T04:41:52.262Z,"""CoinFlip""",3.0,15324.0,7040.0,724.78,724.78,653.77,380.5,270.37
13480.0,2024-12-05T04:43:27.925Z,"""CashHunt""",19.0,78788.0,7002.0,9240.98,3432.31,2899.13,2484.84,1521.99
13480.0,2024-12-05T04:44:13.762Z,"""5""",5.0,17100.0,5217.0,1141.49,998.8,405.56,202.78,202.78
14482.0,2024-12-05T04:44:55.368Z,"""1""",1.0,5596.0,3801.0,270.37,140.12,135.19,130.75,70.15
14482.0,2024-12-05T04:45:33.359Z,"""10""",10.0,52770.0,5294.0,4089.36,3786.99,3698.61,1831.14,1732.03
13922.0,2024-12-05T04:46:41.350Z,"""CoinFlip""",3.0,16548.0,7309.0,833.5,653.77,634.18,380.5,380.5
13922.0,2024-12-05T04:47:25.026Z,"""1""",1.0,6461.0,3613.0,950.0,561.21,270.37,140.12,122.21
14417.0,2024-12-05T04:49:05.752Z,"""Pachinko""",45.0,196084.0,7711.0,8335.0,7518.39,7243.02,6218.53,3659.83
15011.0,2024-12-05T04:49:50.363Z,"""1""",1.0,6576.0,3903.0,950.0,270.37,202.78,168.44,140.12
14770.0,2024-12-05T04:50:55.543Z,"""CoinFlip""",2.0,12714.0,7776.0,815.38,543.59,490.33,285.37,236.19
15065.0,2024-12-05T04:52:31.735Z,"""CashHunt""",19.0,97996.0,8413.0,27451.14,3447.23,1630.76,1259.65,980.66
15065.0,2024-12-05T04:53:55.987Z,"""Pachinko""",15.0,77592.0,9110.0,7247.82,2899.13,2615.09,2519.31,1200
15065.0,2024-12-05T04:54:37.129Z,"""5""",5.0,24202.0,6823.0,2853.73,944.74,608.33,477.37,471.19
15065.0,2024-12-05T04:55:20.348Z,"""1""",4.0,21799.0,4448.0,3507.56,1122.95,675.93,661.32,350.31
16686.0,2024-12-05T04:56:01.760Z,"""2""",2.0,14225.0,6041.0,1426.86,324.44,320.04,238.68,225
16073.0,2024-12-05T04:56:43.174Z,"""5""",5.0,18474.0,5976.0,2996.41,405.56,328.49,253.72,202.78
