NumberofPlayers,DateTime,WheelResult,MultiplierResult,Totalwinnings,Totalwinners,Firstwinner,Secondwinner,Thirdwinner,Fourthwinner,Fifthwinner
19062.0,2024-12-03T14:58:13.603Z,"""CashHunt""",19.0,93461.0,9019.0,5100.0,2550.0,2475.95,2200,1143.06
19844.0,2024-12-03T14:58:54.909Z,"""1""",1.0,5672.0,4253.0,438.3,183.35,162.82,100,89.91
19728.0,2024-12-03T14:59:43.290Z,"""1""",1.0,9402.0,4574.0,1788.36,602.82,573.16,478.3,283.92
19728.0,2024-12-03T15:00:24.345Z,"""1""",1.0,6664.0,4310.0,602.82,573.16,318.87,109.6,100
19133.0,2024-12-03T15:01:11.189Z,"""1""",1.0,5946.0,4176.0,400.0,324.47,200.2,100,80
18538.0,2024-12-03T15:01:55.361Z,"""2""",2.0,9897.0,4929.0,590.02,243.36,199.98,164.4,150
18538.0,2024-12-03T15:04:01.994Z,"""2""",2.0,12370.0,4201.0,2682.54,927.17,300,180,168.58
18460.0,2024-12-03T15:05:43.771Z,"""CashHunt""",19.0,66872.0,7516.0,4200.0,1571.89,819.3,819.3,794.56
18381.0,2024-12-03T15:06:30.126Z,"""1""",1.0,4385.0,3646.0,283.92,100.0,71.75,59.75,50
18381.0,2024-12-03T15:07:16.046Z,"""1""",1.0,4738.0,3931.0,121.68,102.4,100,92.07,90.88
18695.0,2024-12-03T15:08:01.237Z,"""1""",1.0,4976.0,4020.0,120.0,100.0,90.88,79.72,64.89
18770.0,2024-12-03T15:09:34.052Z,"""Pachinko""",10.0,48595.0,8100.0,2200.0,1375.0,1375,1080.68,864.54
18807.0,2024-12-03T15:10:20.513Z,"""1""",1.0,4615.0,3959.0,100.0,87.61,62.94,56.19,54.8
18844.0,2024-12-03T15:11:05.423Z,"""1""",7.0,21710.0,4129.0,817.38,769.61,400,328.81,320
18558.0,2024-12-03T15:11:51.556Z,"""1""",1.0,5906.0,4543.0,451.43,260.0,204.35,150,100
18272.0,2024-12-03T15:12:36.091Z,"""2""",4.0,21222.0,4879.0,2877.05,1592.22,597.51,561.92,405.59
18272.0,2024-12-03T15:14:06.302Z,"""1""",1.0,4577.0,3945.0,100.0,80.0,56.19,53.72,50
18272.0,2024-12-03T15:14:46.081Z,"""2""",2.0,11184.0,4552.0,955.33,507.86,337.15,279,243.36
18272.0,2024-12-03T15:15:28.856Z,"""10""",10.0,46498.0,4777.0,3708.69,2950.8,2809.76,1903.79,1034.53
18806.0,2024-12-03T15:16:13.638Z,"""1""",1.0,4666.0,3662.0,108.48,100.0,89.91,81.12,80
19073.0,2024-12-03T15:16:55.410Z,"""1""",1.0,5559.0,3809.0,300.95,184.09,179.82,110,100
19206.0,2024-12-03T15:17:44.173Z,"""5""",5.0,16734.0,4765.0,764.27,674.31,571.37,451.43,451.43
19340.0,2024-12-03T15:19:54.416Z,"""Pachinko""",10.0,57890.0,8294.0,2200.0,1545.29,1375,1375,1375
19340.0,2024-12-03T15:20:34.295Z,"""2""",2.0,12824.0,5356.0,955.33,677.15,438.3,300,243.36
19503.0,2024-12-03T15:21:16.076Z,"""10""",10.0,51250.0,5835.0,5500.0,2781.52,2095.03,1100,1063.48
19584.0,2024-12-03T15:21:56.842Z,"""2""",2.0,13165.0,5607.0,955.33,539.45,375,328.81,300
19666.0,2024-12-03T15:22:43.205Z,"""1""",1.0,6130.0,4222.0,359.63,168.58,121.68,100,100
19123.0,2024-12-03T15:23:29.584Z,"""1""",1.0,6084.0,4227.0,359.63,121.68,101.15,100,100
18852.0,2024-12-03T15:24:52.720Z,"""2""",2.0,12510.0,4738.0,2682.54,287.71,267.69,243.36,213.94
18716.0,2024-12-03T15:25:38.204Z,"""1""",1.0,6069.0,3794.0,483.25,190.17,178.46,162.24,121.68
18648.0,2024-12-03T15:26:18.568Z,"""1""",1.0,6457.0,3869.0,483.25,271.36,210,162.24,142.63
18614.0,2024-12-03T15:27:32.449Z,"""CoinFlip""",15.0,61745.0,6883.0,3200.0,2407.63,1798.15,988.98,868.35
18597.0,2024-12-03T15:29:12.730Z,"""CashHunt""",19.0,93377.0,7669.0,15198.16,3200.0,2377.2,1545.29,1010
18588.0,2024-12-03T15:30:01.775Z,"""2""",2.0,11338.0,5411.0,345.25,292.03,199.98,180,164.4
18580.0,2024-12-03T15:30:45.827Z,"""5""",5.0,27916.0,6152.0,5057.31,1129.76,902.86,660,537.76
18619.0,2024-12-03T15:31:28.193Z,"""2""",2.0,12418.0,5645.0,670.64,328.53,246.61,242.83,225
18638.0,2024-12-03T15:32:07.249Z,"""1""",1.0,5692.0,4285.0,100.0,100.0,100,79.72,76.72
18658.0,2024-12-03T15:32:48.731Z,"""1""",2.0,9971.0,4197.0,902.86,628.97,168.58,150,150
18658.0,2024-12-03T15:33:28.313Z,"""1""",1.0,5921.0,4108.0,601.91,150.0,150,121.68,100
19023.0,2024-12-03T15:34:33.572Z,"""CoinFlip""",15.0,65141.0,7753.0,3200.0,1798.15,1203.81,868.35,863.11
19206.0,2024-12-03T15:36:47.464Z,"""CashHunt""",19.0,84397.0,8631.0,4951.9,1856.96,1545.29,1229.5,1200
19388.0,2024-12-03T15:37:29.313Z,"""1""",1.0,5709.0,4120.0,370.87,280.96,112.38,100,100
19388.0,2024-12-03T15:38:08.618Z,"""2""",2.0,12500.0,5593.0,902.86,640.59,257.12,188.63,168.58
20338.0,2024-12-03T15:39:43.828Z,"""Pachinko""",2.0,17423.0,10886.0,600.0,421.44,335.32,286.58,225.72
21586.0,2024-12-03T15:40:27.726Z,"""1""",1.0,5629.0,4285.0,213.59,200.0,144.61,100,100
21405.0,2024-12-03T15:41:10.945Z,"""2""",20.0,89647.0,5750.0,2877.08,2178.64,1975.01,1449,1062.03
21405.0,2024-12-03T15:41:50.812Z,"""1""",1.0,5148.0,4444.0,200.0,100.0,100,88.03,67.43
20303.0,2024-12-03T15:42:33.434Z,"""5""",5.0,23715.0,6270.0,2193.25,1143.88,902.86,809.17,565.88
20187.0,2024-12-03T15:43:16.322Z,"""2""",2.0,14282.0,6159.0,1617.04,600.0,315,300,274.26
20187.0,2024-12-03T15:43:59.495Z,"""5""",5.0,24457.0,6218.0,4023.82,1708.76,433.84,412.28,330
20074.0,2024-12-03T15:44:44.041Z,"""10""",20.0,110811.0,7715.0,9388.91,3555.02,2124.07,1999.8,1944.88
20074.0,2024-12-03T15:46:17.004Z,"""1""",1.0,8186.0,4861.0,561.92,400.0,318.87,229.15,145.01
20074.0,2024-12-03T15:46:59.318Z,"""2""",10.0,48499.0,6224.0,1448.34,1414.15,1314.1,1100,803.07
20074.0,2024-12-03T15:47:44.760Z,"""1""",1.0,7062.0,5064.0,237.44,227.13,224.77,145.01,100
20697.0,2024-12-03T15:48:29.020Z,"""5""",5.0,29072.0,6957.0,4023.82,1132.84,1015.72,674.31,537.76
21008.0,2024-12-03T15:49:15.146Z,"""1""",1.0,6914.0,4544.0,894.18,227.13,143.85,112.38,110
21320.0,2024-12-03T15:49:56.505Z,"""2""",2.0,17986.0,6798.0,2682.54,564.29,471.38,311.23,300
21445.0,2024-12-03T15:50:40.057Z,"""2""",4.0,29832.0,6268.0,4470.91,940.48,785.64,500,450
20640.0,2024-12-03T15:51:25.505Z,"""1""",20.0,71619.0,4532.0,3299.68,2406.08,1510.45,1424.64,1416.05
20762.0,2024-12-03T15:52:33.582Z,"""CoinFlip""",8.0,50783.0,9734.0,2250.0,2011.91,1800,1109.73,1011.46
21185.0,2024-12-03T15:53:14.645Z,"""5""",5.0,34570.0,7235.0,4500.0,4023.82,900,674.31,573.16
21608.0,2024-12-03T15:53:57.907Z,"""2""",2.0,17513.0,7424.0,2682.54,485.67,300,228.55,219.15
21608.0,2024-12-03T15:54:45.496Z,"""2""",2.0,18129.0,7318.0,2682.54,485.67,402.38,300,300
20504.0,2024-12-03T15:55:28.113Z,"""1""",1.0,7834.0,5617.0,533.28,400.0,314.68,134.86,109.6
19952.0,2024-12-03T15:56:52.119Z,"""1""",1.0,6559.0,4642.0,629.35,421.24,100,89.91,81.12
19676.0,2024-12-03T15:57:34.155Z,"""1""",1.0,6206.0,4409.0,277.25,133.12,100,100,96.44
19538.0,2024-12-03T15:58:16.829Z,"""1""",2.0,7923.0,4221.0,225.0,205.51,150,144.66,109.07
19400.0,2024-12-03T15:58:57.372Z,"""5""",5.0,24042.0,5438.0,4023.82,1599.84,1045.18,778.74,450
18965.0,2024-12-03T15:59:42.429Z,"""5""",5.0,23116.0,5728.0,4023.82,1599.84,778.74,741.74,450
18965.0,2024-12-03T16:00:26.056Z,"""1""",1.0,5169.0,3843.0,533.28,200.0,100,96.44,81.12
19081.0,2024-12-03T16:01:08.943Z,"""2""",6.0,41317.0,5257.0,4900.0,3500.0,1666.5,1337.38,1279.88
18366.0,2024-12-03T16:01:50.965Z,"""2""",2.0,13431.0,5877.0,973.42,714.22,573.16,499.95,300
18780.0,2024-12-03T16:02:35.900Z,"""1""",3.0,11189.0,3982.0,899.08,400.0,400,224.77,192.88
18710.0,2024-12-03T16:03:41.510Z,"""CoinFlip""",9.0,42635.0,7781.0,2595.79,1000.0,959.03,811.19,590
18641.0,2024-12-03T16:04:25.923Z,"""2""",2.0,10318.0,5416.0,825.31,194.68,164.4,150,118.84
18641.0,2024-12-03T16:05:08.886Z,"""1""",1.0,7214.0,4266.0,2000.0,200.0,150,96.44,79.72
18448.0,2024-12-03T16:05:54.078Z,"""1""",1.0,7629.0,4165.0,2000.0,200.0,200,134.86,121.68
18352.0,2024-12-03T16:06:33.287Z,"""2""",2.0,12416.0,5062.0,1703.49,822.02,199.98,168.58,151.72
18304.0,2024-12-03T16:08:25.700Z,"""CoinFlip""",5.0,23350.0,6941.0,1500.0,1200.0,657.62,361.64,354
18256.0,2024-12-03T16:09:27.048Z,"""CoinFlip""",4.0,18197.0,6862.0,548.02,500.0,301.37,295,271.36
18256.0,2024-12-03T16:10:08.791Z,"""1""",1.0,5508.0,4011.0,168.58,121.68,109.6,89.91,80.92
18106.0,2024-12-03T16:10:50.805Z,"""5""",50.0,151167.0,4508.0,34202.45,4192.32,3060,2767.88,2428.33
18022.0,2024-12-03T16:11:34.215Z,"""1""",2.0,9780.0,3821.0,1460.13,900.0,246.61,155.09,121.38
17937.0,2024-12-03T16:12:15.499Z,"""2""",2.0,12127.0,5362.0,1071.32,387.73,246.61,246.61,188.63
17937.0,2024-12-03T16:12:55.929Z,"""1""",1.0,5609.0,4450.0,200.0,164.4,150,89.91,81.12
18042.0,2024-12-03T16:13:35.542Z,"""2""",2.0,13711.0,5400.0,1428.43,822.02,775.45,328.54,252.87
18147.0,2024-12-03T16:14:15.870Z,"""1""",1.0,6502.0,4225.0,548.02,400.0,179.82,161.83,121.68
18147.0,2024-12-03T16:14:57.056Z,"""1""",1.0,6099.0,3988.0,827.41,200.0,162.24,161.83,112.38
17406.0,2024-12-03T16:15:38.598Z,"""1""",1.0,5257.0,3896.0,202.29,161.83,121.68,112.38,79.72
17406.0,2024-12-03T16:16:23.087Z,"""2""",2.0,14889.0,4912.0,2682.54,714.22,600,442.81,246.12
17574.0,2024-12-03T16:18:40.862Z,"""2""",2.0,14239.0,5286.0,2682.54,822.02,511.38,357.11,243.36
17658.0,2024-12-03T16:19:23.193Z,"""1""",1.0,5587.0,4290.0,333.3,134.86,84.5,78.59,70.21
17700.0,2024-12-03T16:20:03.366Z,"""1""",1.0,5245.0,4278.0,168.58,135.68,79.72,62.8,55.87
17743.0,2024-12-03T16:21:39.672Z,"""CashHunt""",20.0,85698.0,7728.0,4618.18,3339.67,2004,1784.61,1532.6
18302.0,2024-12-03T16:22:22.688Z,"""2""",2.0,38628.0,5320.0,24000.0,2682.54,1500,357.11,194.48
18320.0,2024-12-03T16:23:05.558Z,"""1""",1.0,26863.0,4562.0,20000.0,814.08,157.34,137,112.38
18509.0,2024-12-03T16:23:47.162Z,"""1""",1.0,25949.0,4539.0,20000.0,168.5,162.24,80,72
18509.0,2024-12-03T16:24:30.211Z,"""2""",2.0,37669.0,5405.0,24000.0,2682.54,687.45,222.52,188.63
18420.0,2024-12-03T16:25:13Z,"""2""",2.0,37195.0,5349.0,24000.0,2682.54,377.25,185.7,176.84
18614.0,2024-12-03T16:25:55.356Z,"""2""",2.0,37016.0,5357.0,24000.0,2682.54,377.25,185.7,182.52
18614.0,2024-12-03T16:26:35.962Z,"""2""",10.0,139455.0,5302.0,88000.0,9836.0,1383.27,1249.23,1045
18596.0,2024-12-03T16:27:14.740Z,"""5""",5.0,65387.0,6326.0,36000.0,4023.82,3000,822.02,657.62
18596.0,2024-12-03T16:27:54.445Z,"""10""",10.0,101062.0,6951.0,44000.0,4918.0,2622.25,1249.23,1150.2
18596.0,2024-12-03T16:29:48.835Z,"""CoinFlip""",3.0,17683.0,8468.0,876.82,380.92,265.21,200,200
18538.0,2024-12-03T16:30:35.436Z,"""1""",1.0,6860.0,4498.0,811.19,202.8,120.56,95.23,79.72
18538.0,2024-12-03T16:31:17.469Z,"""1""",1.0,6431.0,4473.0,178.84,162.24,162.24,129.89,112.38
17619.0,2024-12-03T16:31:55.148Z,"""1""",1.0,7057.0,4286.0,785.95,243.36,191.05,162.24,127.38
17160.0,2024-12-03T16:32:36.526Z,"""1""",1.0,5545.0,4092.0,243.36,104.97,79.72,56.78,54.8
16930.0,2024-12-03T16:33:14.240Z,"""5""",5.0,34331.0,4575.0,14147.03,4023.82,540,377.25,337.15
16700.0,2024-12-03T16:33:55.295Z,"""2""",2.0,14390.0,5143.0,1200.0,1142.75,670.64,377.25,253.15
16480.0,2024-12-03T16:34:37.333Z,"""1""",1.0,4708.0,3326.0,168.58,157.34,121.68,79.72,67.8
16370.0,2024-12-03T16:35:16.526Z,"""1""",1.0,4719.0,3522.0,121.68,115.08,79.72,79.72,64
16261.0,2024-12-03T16:35:55.255Z,"""2""",2.0,11379.0,4213.0,714.22,421.44,377.25,286.58,243.36
16261.0,2024-12-03T16:36:30.987Z,"""1""",1.0,4432.0,3171.0,200.0,162.24,109.6,92.16,79.72
15996.0,2024-12-03T16:37:38.544Z,"""CoinFlip""",5.0,23371.0,5822.0,2357.84,1341.27,433.97,411.01,328.81
15996.0,2024-12-03T16:38:20.564Z,"""2""",4.0,16636.0,4176.0,600.0,309.49,309.06,287.7,274.01
15996.0,2024-12-03T16:41:07.989Z,"""1""",1.0,5673.0,3799.0,393.35,325.48,162.24,156,101.7
16297.0,2024-12-03T16:41:49.538Z,"""5""",5.0,28155.0,4333.0,14147.03,250.95,187.78,182.06,168.58
16316.0,2024-12-03T16:42:30.334Z,"""5""",5.0,33064.0,4608.0,14147.03,4023.82,360,250.95,203.4
16316.0,2024-12-03T16:43:06.783Z,"""2""",2.0,12522.0,5072.0,724.88,164.4,162.72,158.46,144.98
16336.0,2024-12-03T16:43:45.160Z,"""5""",5.0,18283.0,4076.0,4023.82,565.88,411.01,340.58,312
16346.0,2024-12-03T16:44:28.112Z,"""5""",5.0,30014.0,4759.0,14147.03,411.01,372,340.58,239.15
16356.0,2024-12-03T16:45:07.587Z,"""5""",5.0,23234.0,4918.0,4023.82,2856.86,493.21,384,340.58
17034.0,2024-12-03T16:45:53.079Z,"""1""",1.0,5545.0,3530.0,172.0,159.43,112.38,109.6,95.66
17373.0,2024-12-03T16:47:24.750Z,"""Pachinko""",10.0,61987.0,7602.0,5237.58,4322.7,1229.5,1100,886.36
17712.0,2024-12-03T16:48:05.100Z,"""2""",2.0,16342.0,4960.0,2682.54,1714.12,438.3,285.69,256.31
17712.0,2024-12-03T16:48:44.320Z,"""1""",1.0,5095.0,3734.0,318.87,247.25,164.4,95.66,76.42
17712.0,2024-12-03T16:50:09.169Z,"""1""",1.0,5030.0,3980.0,164.4,159.43,74.4,70.74,70
17712.0,2024-12-03T16:50:48.400Z,"""2""",2.0,10720.0,4486.0,809.17,249.49,246.61,239.15,206.24
16411.0,2024-12-03T16:52:24.353Z,"""CashHunt""",19.0,91159.0,6835.0,8645.41,2137.26,2068.52,1560,1369.55
17421.0,2024-12-03T16:53:12.223Z,"""5""",5.0,31237.0,5044.0,14147.03,657.62,540,424.41,314.92
18801.0,2024-12-03T16:55:24.937Z,"""CrazyBonus""",212.0,1118650.0,9081.0,82339.27,42924.38,28616.26,20475.95,20385.98
20181.0,2024-12-03T16:56:12.355Z,"""1""",1.0,10682.0,4416.0,4081.52,478.3,224.77,160.39,125.75
19642.0,2024-12-03T16:57:42.380Z,"""Pachinko""",7.0,44581.0,9774.0,3143.78,960.0,859.5,800,571.37
19373.0,2024-12-03T16:58:25.695Z,"""2""",2.0,22607.0,6279.0,9431.35,337.15,182.52,164.4,157.97
19238.0,2024-12-03T16:59:35.478Z,"""CoinFlip""",3.0,20439.0,9976.0,1571.89,296.32,244,200,190.46
19171.0,2024-12-03T17:01:08.718Z,"""1""",1.0,6781.0,4692.0,797.17,125.75,102.04,95.66,89.42
19138.0,2024-12-03T17:02:22.763Z,"""CoinFlip""",2.0,14071.0,8293.0,1341.27,1178.92,222.24,142.84,123.3
19121.0,2024-12-03T17:03:05.743Z,"""10""",10.0,65048.0,6560.0,17290.82,2618.79,2095.03,904.22,825
19112.0,2024-12-03T17:03:56.236Z,"""1""",3.0,13333.0,4153.0,1913.21,287.16,251.5,239.15,191.32
19104.0,2024-12-03T17:05:25.834Z,"""Pachinko""",20.0,96968.0,9649.0,1999.8,1944.6,999.9,840,735
19618.0,2024-12-03T17:06:06.688Z,"""2""",2.0,17550.0,6608.0,1800.0,1428.43,478.3,382.64,255.36
20133.0,2024-12-03T17:06:53.119Z,"""2""",2.0,16368.0,6563.0,1428.43,714.22,478.3,415.89,314.29
20275.0,2024-12-03T17:07:40.082Z,"""5""",5.0,25132.0,7517.0,600.0,471.57,471.57,384,377.25
20275.0,2024-12-03T17:08:28.074Z,"""1""",1.0,6822.0,5166.0,478.3,200.0,161.35,116.88,100
19566.0,2024-12-03T17:09:16.429Z,"""2""",2.0,14718.0,5689.0,2142.65,478.3,415.89,411.01,300
19177.0,2024-12-03T17:11:43.340Z,"""1""",1.0,8586.0,4720.0,800.0,797.17,610,128.12,125.75
18982.0,2024-12-03T17:12:30.395Z,"""1""",1.0,7252.0,4855.0,797.17,170.82,125.75,119.58,115.08
18788.0,2024-12-03T17:13:15.795Z,"""5""",5.0,17723.0,6471.0,485.67,333.85,314.92,243.36,213.73
18506.0,2024-12-03T17:14:03.800Z,"""2""",2.0,17633.0,6102.0,2142.65,1500.0,822.02,478.3,300
18506.0,2024-12-03T17:14:54.308Z,"""2""",2.0,15852.0,5825.0,2142.65,1020.0,478.3,286.58,210
18040.0,2024-12-03T17:15:42.126Z,"""1""",1.0,7740.0,4051.0,1200.0,478.3,400,119.58,100
17573.0,2024-12-03T17:16:31.614Z,"""2""",2.0,14380.0,5441.0,2142.65,478.3,300,240,208.3
17492.0,2024-12-03T17:17:23.236Z,"""1""",1.0,6398.0,3863.0,478.3,200.0,200,138.39,119.58
17410.0,2024-12-03T17:18:14.953Z,"""1""",1.0,5573.0,3694.0,200.0,200.0,123,119.58,117.2
16977.0,2024-12-03T17:19:04.432Z,"""10""",10.0,37213.0,5037.0,1623.65,998.55,890.09,605,550
17378.0,2024-12-03T17:20:45.803Z,"""CashHunt""",19.0,95688.0,8321.0,7618.3,3809.15,1676.03,1297.9,1155
17578.0,2024-12-03T17:22:21.616Z,"""5""",5.0,18437.0,5869.0,600.0,589.46,390,239.15,210.62
17678.0,2024-12-03T17:23:08.393Z,"""2""",2.0,17386.0,5876.0,2142.65,499.95,404.58,357.11,300
17728.0,2024-12-03T17:23:57.636Z,"""10""",10.0,40388.0,5916.0,1833.15,1047.52,864.54,741.74,660
17779.0,2024-12-03T17:24:50.789Z,"""2""",2.0,15487.0,5326.0,2142.65,571.37,385.68,357.11,337.15
17779.0,2024-12-03T17:25:34.129Z,"""2""",2.0,15299.0,5399.0,2142.65,714.22,385.68,300,286.58
17170.0,2024-12-03T17:26:21.518Z,"""2""",2.0,15284.0,5279.0,2142.65,787.31,714.22,414.25,300
16812.0,2024-12-03T17:27:05.353Z,"""1""",1.0,10489.0,4003.0,1594.34,1200.0,476.14,243.46,200
16634.0,2024-12-03T17:27:46.671Z,"""1""",1.0,7010.0,3881.0,318.87,243.46,200,177.29,160
16455.0,2024-12-03T17:28:29.840Z,"""1""",1.0,6344.0,3668.0,268.25,243.46,210,200,125.75
15956.0,2024-12-03T17:29:15.833Z,"""2""",2.0,12514.0,4014.0,2856.86,505.73,330,294.87,210.62
15456.0,2024-12-03T17:30:04.302Z,"""1""",1.0,4558.0,2968.0,200.0,130.0,111.6,72,71.93
15251.0,2024-12-03T17:31:20.659Z,"""CoinFlip""",3.0,15880.0,6673.0,761.83,476.14,324.47,314.38,200
15251.0,2024-12-03T17:33:25.728Z,"""5""",5.0,16868.0,4179.0,1644.05,1350.0,600,377.25,277.2
15251.0,2024-12-03T17:34:07.105Z,"""5""",5.0,43440.0,5163.0,25711.78,1350.0,986.43,301.2,300
17187.0,2024-12-03T17:34:48.414Z,"""1""",1.0,18686.0,3627.0,12379.74,400.0,289.65,200,200
17128.0,2024-12-03T17:35:29.836Z,"""2""",2.0,33169.0,4677.0,22854.91,840.0,252.75,164.4,162.82
17099.0,2024-12-03T17:36:12.254Z,"""10""",10.0,82783.0,5280.0,41900.67,2530.0,2200,1325.99,1205.63
17070.0,2024-12-03T17:36:55.426Z,"""2""",2.0,15929.0,4768.0,2856.86,1428.43,840,822.02,343.73
16978.0,2024-12-03T17:37:37.812Z,"""1""",1.0,9949.0,4031.0,3809.15,400.0,140.41,122.11,120
16932.0,2024-12-03T17:38:17.461Z,"""1""",1.0,9000.0,3644.0,3809.15,200.0,154.3,140.41,130
16887.0,2024-12-03T17:38:57.946Z,"""5""",5.0,42769.0,4676.0,25711.78,3900.0,285.69,162.82,144.86
16624.0,2024-12-03T17:39:41.179Z,"""1""",1.0,13057.0,3193.0,8570.59,400.0,229.15,175.52,81.63
16360.0,2024-12-03T17:40:24.039Z,"""1""",1.0,17721.0,3255.0,13332.03,125.75,107.62,100,89.42
16360.0,2024-12-03T17:41:04.812Z,"""1""",1.0,21033.0,2998.0,17141.19,100.0,68.98,64.83,60.27
16948.0,2024-12-03T17:41:44.420Z,"""1""",1.0,5925.0,2994.0,1904.58,150.0,100,78.59,64.83
17242.0,2024-12-03T17:42:29.636Z,"""2""",2.0,17074.0,4258.0,3000.0,1429.86,1200,600,335.32
17389.0,2024-12-03T17:43:56.055Z,"""1""",1.0,4963.0,2985.0,400.0,250.0,243.32,224.77,200
17536.0,2024-12-03T17:46:03.327Z,"""CrazyBonus""",17.0,85146.0,7197.0,3153.98,2531.51,2515.03,1703.49,1600
17680.0,2024-12-03T17:46:52.257Z,"""10""",10.0,49132.0,5209.0,11559.35,5500.0,602.82,570.47,523.76
17680.0,2024-12-03T17:47:36.152Z,"""1""",1.0,7459.0,4177.0,1904.58,219.21,103.72,100,87.24
16968.0,2024-12-03T17:48:18.924Z,"""1""",1.0,6945.0,4079.0,1912.19,200.0,103.72,61.22,60.27
16256.0,2024-12-03T17:49:00.815Z,"""1""",1.0,6816.0,3952.0,800.0,600.0,200,129.65,125.75
16708.0,2024-12-03T17:50:41.617Z,"""CrazyBonus""",30.0,125626.0,7117.0,2794.88,2625.0,2475.73,2100,2025.21
16934.0,2024-12-03T17:51:28.106Z,"""1""",1.0,9267.0,4088.0,2000.0,800.0,328.81,280,274.01
17161.0,2024-12-03T17:52:08.531Z,"""1""",1.0,9666.0,4438.0,2000.0,800.0,548.02,220.41,200
17161.0,2024-12-03T17:52:51.519Z,"""2""",2.0,19855.0,5151.0,3000.0,1428.43,1200,822.02,575.42
17405.0,2024-12-03T17:54:17.587Z,"""10""",10.0,48323.0,5709.0,8800.0,5500.0,1571.28,855.7,596.64
17405.0,2024-12-03T17:54:57.932Z,"""2""",2.0,17213.0,4782.0,3000.0,2400.0,857.06,714.22,322.31
16687.0,2024-12-03T17:55:44.206Z,"""1""",10.0,68541.0,3880.0,11209.25,11000.0,8800,2469.14,1426.16
17008.0,2024-12-03T17:56:26.986Z,"""1""",1.0,9406.0,4432.0,2000.0,1600.0,259.3,200,179.82
17169.0,2024-12-03T17:58:01.267Z,"""CashHunt""",19.0,84150.0,8176.0,2000.0,1020.0,1016.88,1000,819.3
17250.0,2024-12-03T17:58:43.560Z,"""1""",1.0,10603.0,4403.0,2000.0,1600.0,400,271.36,259.3
17330.0,2024-12-03T17:59:50.891Z,"""CoinFlip""",5.0,29680.0,8125.0,3000.0,1500.0,575.42,486.71,406.8
18012.0,2024-12-03T18:00:37.913Z,"""2""",2.0,22566.0,5987.0,3000.0,2400.0,600,575.42,526.13
18352.0,2024-12-03T18:02:50.258Z,"""CrazyBonus""",27.0,134546.0,9371.0,2428.33,2428.33,2428.33,2192.06,1942.67
18693.0,2024-12-03T18:03:41.645Z,"""5""",5.0,27167.0,6711.0,4500.0,857.06,600,450,411.01
18693.0,2024-12-03T18:05:08.320Z,"""2""",2.0,20890.0,5991.0,4591.71,3000.0,305.28,294.87,287.71
18693.0,2024-12-03T18:06:11.777Z,"""CoinFlip""",8.0,42499.0,8995.0,2250.0,1109.73,1011.46,730.07,457.92
18167.0,2024-12-03T18:06:57.943Z,"""5""",5.0,25619.0,6530.0,4500.0,904.22,600,285.69,285.69
18167.0,2024-12-03T18:07:39.327Z,"""2""",2.0,36162.0,6096.0,14465.78,3826.42,3000,421.24,361.73
18249.0,2024-12-03T18:08:21.596Z,"""5""",5.0,24734.0,6159.0,4500.0,1200.0,540,285.69,240
17886.0,2024-12-03T18:09:52.552Z,"""Pachinko""",15.0,91261.0,10509.0,2285.49,2000.0,1600,1297.9,973.42
18626.0,2024-12-03T18:10:58.396Z,"""CoinFlip""",300.0,1424269.0,9228.0,75250.0,30100.0,24416.7,14331.94,13545
18411.0,2024-12-03T18:11:40.181Z,"""10""",10.0,54492.0,6670.0,5500.0,3300.0,1356.34,1320,1047.52
18113.0,2024-12-03T18:13:19.571Z,"""CashHunt""",19.0,107311.0,10030.0,4096.49,3491.71,2428.33,1375,1236.23
19159.0,2024-12-03T18:14:03.767Z,"""1""",1.0,12207.0,5119.0,2000.0,449.54,400,373.21,353.94
19159.0,2024-12-03T18:15:45.145Z,"""Pachinko""",10.0,68439.0,11132.0,1375.0,1236.23,1181.81,1045,892.3
19159.0,2024-12-03T18:16:31.060Z,"""2""",2.0,22517.0,7309.0,3000.0,1913.21,436.28,300,285.69
19159.0,2024-12-03T18:17:11.321Z,"""10""",10.0,68616.0,8722.0,5500.0,5237.58,2095.03,1705,1236.23
20719.0,2024-12-03T18:17:51.867Z,"""1""",1.0,11659.0,5408.0,2000.0,1036.32,800,200,167.41
20259.0,2024-12-03T18:18:33.019Z,"""5""",5.0,36169.0,8783.0,4500.0,930.0,630,600,424.83
20259.0,2024-12-03T18:19:14.882Z,"""10""",10.0,59391.0,8784.0,5500.0,1705.0,785.64,778.86,577.36
20155.0,2024-12-03T18:19:55.559Z,"""2""",2.0,19706.0,7477.0,3000.0,354.01,294.87,285.69,255
20846.0,2024-12-03T18:21:17.521Z,"""CoinFlip""",20.0,134890.0,11807.0,5250.0,4305.0,3717.29,2360.08,1534.2
20846.0,2024-12-03T18:22:00.827Z,"""1""",1.0,13076.0,5851.0,2000.0,1020.38,1000,478.3,200
20352.0,2024-12-03T18:22:42.300Z,"""2""",2.0,18193.0,7422.0,3000.0,285.69,243.36,222.24,214.6
20057.0,2024-12-03T18:23:23.676Z,"""2""",2.0,17790.0,7014.0,3000.0,285.69,243.36,235.78,180.82
19762.0,2024-12-03T18:25:02.550Z,"""CashHunt""",19.0,121061.0,12357.0,5050.0,2625.0,1711.94,1362.1,1264.37
